,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
11322,2020-10-03,3,10,2020,1001,13,Costa_Rica,CR,CRI,5047561.0,America,306.18748342
11323,2020-10-02,2,10,2020,1068,13,Costa_Rica,CR,CRI,5047561.0,America,317.18289289
11324,2020-10-01,1,10,2020,1156,24,Costa_Rica,CR,CRI,5047561.0,America,321.81879526
11325,2020-09-30,30,9,2020,890,19,Costa_Rica,CR,CRI,5047561.0,America,326.21695904
11326,2020-09-29,29,9,2020,1665,33,Costa_Rica,CR,CRI,5047561.0,America,324.17636954
11327,2020-09-28,28,9,2020,0,0,Costa_Rica,CR,CRI,5047561.0,America,328.77264881
11328,2020-09-27,27,9,2020,1233,16,Costa_Rica,CR,CRI,5047561.0,America,328.77264881
11329,2020-09-26,26,9,2020,1357,17,Costa_Rica,CR,CRI,5047561.0,America,333.76515905
11330,2020-09-25,25,9,2020,1400,14,Costa_Rica,CR,CRI,5047561.0,America,335.01328662
11331,2020-09-24,24,9,2020,1370,21,Costa_Rica,CR,CRI,5047561.0,America,333.52742047
11332,2020-09-23,23,9,2020,1087,15,Costa_Rica,CR,CRI,5047561.0,America,332.67552388
11333,2020-09-22,22,9,2020,1890,39,Costa_Rica,CR,CRI,5047561.0,America,333.26987034
11334,2020-09-21,21,9,2020,0,0,Costa_Rica,CR,CRI,5047561.0,America,332.67552388
11335,2020-09-20,20,9,2020,1338,20,Costa_Rica,CR,CRI,5047561.0,America,332.67552388
11336,2020-09-19,19,9,2020,1556,20,Costa_Rica,CR,CRI,5047561.0,America,330.73399212
11337,2020-09-18,18,9,2020,1302,17,Costa_Rica,CR,CRI,5047561.0,America,324.11693489
11338,2020-09-17,17,9,2020,1378,16,Costa_Rica,CR,CRI,5047561.0,America,321.16501415
11339,2020-09-16,16,9,2020,787,12,Costa_Rica,CR,CRI,5047561.0,America,316.07344617
11340,2020-09-15,15,9,2020,1897,31,Costa_Rica,CR,CRI,5047561.0,America,318.25271651
11341,2020-09-14,14,9,2020,0,0,Costa_Rica,CR,CRI,5047561.0,America,312.130948
11342,2020-09-13,13,9,2020,1485,7,Costa_Rica,CR,CRI,5047561.0,America,312.130948
11343,2020-09-12,12,9,2020,1420,16,Costa_Rica,CR,CRI,5047561.0,America,306.76201833
11344,2020-09-11,11,9,2020,1325,24,Costa_Rica,CR,CRI,5047561.0,America,302.26479680000006
11345,2020-09-10,10,9,2020,1327,12,Costa_Rica,CR,CRI,5047561.0,America,295.52887028
11346,2020-09-09,9,9,2020,1117,21,Costa_Rica,CR,CRI,5047561.0,America,289.09011699
11347,2020-09-08,8,9,2020,1860,32,Costa_Rica,CR,CRI,5047561.0,America,283.64194113
11348,2020-09-07,7,9,2020,0,0,Costa_Rica,CR,CRI,5047561.0,America,259.5312865
11349,2020-09-06,6,9,2020,1240,9,Costa_Rica,CR,CRI,5047561.0,America,274.11258626
11350,2020-09-05,5,9,2020,1222,9,Costa_Rica,CR,CRI,5047561.0,America,268.36723717
11351,2020-09-04,4,9,2020,1153,7,Costa_Rica,CR,CRI,5047561.0,America,265.13795475
11352,2020-09-03,3,9,2020,1121,10,Costa_Rica,CR,CRI,5047561.0,America,255.48973058
11353,2020-09-02,2,9,2020,897,7,Costa_Rica,CR,CRI,5047561.0,America,248.45663084
11354,2020-09-01,1,9,2020,1588,18,Costa_Rica,CR,CRI,5047561.0,America,241.76032741
11355,2020-08-31,31,8,2020,0,0,Costa_Rica,CR,CRI,5047561.0,America,222.56293683
11356,2020-08-30,30,8,2020,1214,11,Costa_Rica,CR,CRI,5047561.0,America,236.98574419999997
11357,2020-08-29,29,8,2020,1193,10,Costa_Rica,CR,CRI,5047561.0,America,228.90263238
11358,2020-08-28,28,8,2020,985,11,Costa_Rica,CR,CRI,5047561.0,America,221.15631688
11359,2020-08-27,27,8,2020,1002,10,Costa_Rica,CR,CRI,5047561.0,America,222.87992161
11360,2020-08-26,26,8,2020,842,14,Costa_Rica,CR,CRI,5047561.0,America,213.9052901
11361,2020-08-25,25,8,2020,643,7,Costa_Rica,CR,CRI,5047561.0,America,209.82411109
11362,2020-08-24,24,8,2020,736,7,Costa_Rica,CR,CRI,5047561.0,America,208.69485282
11363,2020-08-23,23,8,2020,950,8,Costa_Rica,CR,CRI,5047561.0,America,217.96665756
11364,2020-08-22,22,8,2020,1059,7,Costa_Rica,CR,CRI,5047561.0,America,199.16549795
11365,2020-08-21,21,8,2020,666,12,Costa_Rica,CR,CRI,5047561.0,America,198.21454362
11366,2020-08-20,20,8,2020,766,7,Costa_Rica,CR,CRI,5047561.0,America,197.95699349
11367,2020-08-19,19,8,2020,559,10,Costa_Rica,CR,CRI,5047561.0,America,194.27204545
11368,2020-08-18,18,8,2020,619,10,Costa_Rica,CR,CRI,5047561.0,America,191.81541342
11369,2020-08-17,17,8,2020,728,3,Costa_Rica,CR,CRI,5047561.0,America,188.0115961
11370,2020-08-16,16,8,2020,806,10,Costa_Rica,CR,CRI,5047561.0,America,189.20028901
11371,2020-08-15,15,8,2020,802,9,Costa_Rica,CR,CRI,5047561.0,America,180.50301918
11372,2020-08-14,14,8,2020,1072,9,Costa_Rica,CR,CRI,5047561.0,America,175.11427797
11373,2020-08-13,13,8,2020,549,8,Costa_Rica,CR,CRI,5047561.0,America,163.58395669
11374,2020-08-12,12,8,2020,636,11,Costa_Rica,CR,CRI,5047561.0,America,161.74148267
11375,2020-08-11,11,8,2020,586,9,Costa_Rica,CR,CRI,5047561.0,America,159.10654671
11376,2020-08-10,10,8,2020,1204,7,Costa_Rica,CR,CRI,5047561.0,America,159.62164697
11377,2020-08-09,9,8,2020,1,10,Costa_Rica,CR,CRI,5047561.0,America,148.23000653
11378,2020-08-08,8,8,2020,1011,18,Costa_Rica,CR,CRI,5047561.0,America,166.65474672
11379,2020-08-07,7,8,2020,653,9,Costa_Rica,CR,CRI,5047561.0,America,157.32350733
11380,2020-08-06,6,8,2020,580,10,Costa_Rica,CR,CRI,5047561.0,America,159.60183542
11381,2020-08-05,5,8,2020,435,10,Costa_Rica,CR,CRI,5047561.0,America,159.00748896
11382,2020-08-04,4,8,2020,427,9,Costa_Rica,CR,CRI,5047561.0,America,155.87726429
11383,2020-08-03,3,8,2020,788,8,Costa_Rica,CR,CRI,5047561.0,America,155.73858345
11384,2020-08-02,2,8,2020,367,4,Costa_Rica,CR,CRI,5047561.0,America,151.28098501
11385,2020-08-01,1,8,2020,530,10,Costa_Rica,CR,CRI,5047561.0,America,155.54046796
11386,2020-07-31,31,7,2020,490,7,Costa_Rica,CR,CRI,5047561.0,America,153.42063226
11387,2020-07-30,30,7,2020,456,8,Costa_Rica,CR,CRI,5047561.0,America,154.80744066
11388,2020-07-29,29,7,2020,503,10,Costa_Rica,CR,CRI,5047561.0,America,155.758395
11389,2020-07-28,28,7,2020,612,11,Costa_Rica,CR,CRI,5047561.0,America,154.62913673
11390,2020-07-27,27,7,2020,629,6,Costa_Rica,CR,CRI,5047561.0,America,151.22155037
11391,2020-07-26,26,7,2020,931,11,Costa_Rica,CR,CRI,5047561.0,America,145.99130154
11392,2020-07-25,25,7,2020,540,7,Costa_Rica,CR,CRI,5047561.0,America,135.19400756
11393,2020-07-24,24,7,2020,768,9,Costa_Rica,CR,CRI,5047561.0,America,131.62792882
11394,2020-07-23,23,7,2020,550,3,Costa_Rica,CR,CRI,5047561.0,America,129.27035453
11395,2020-07-22,22,7,2020,277,2,Costa_Rica,CR,CRI,5047561.0,America,125.30804482
11396,2020-07-21,21,7,2020,420,4,Costa_Rica,CR,CRI,5047561.0,America,124.67407526
11397,2020-07-20,20,7,2020,563,8,Costa_Rica,CR,CRI,5047561.0,America,121.20705426
11398,2020-07-19,19,7,2020,582,7,Costa_Rica,CR,CRI,5047561.0,America,117.48248312
11399,2020-07-18,18,7,2020,423,5,Costa_Rica,CR,CRI,5047561.0,America,112.09374191
11400,2020-07-17,17,7,2020,560,2,Costa_Rica,CR,CRI,5047561.0,America,109.41918285
11401,2020-07-16,16,7,2020,504,4,Costa_Rica,CR,CRI,5047561.0,America,103.67383376
11402,2020-07-15,15,7,2020,446,5,Costa_Rica,CR,CRI,5047561.0,America,99.51340856
11403,2020-07-14,14,7,2020,440,1,Costa_Rica,CR,CRI,5047561.0,America,94.44165212
11404,2020-07-13,13,7,2020,365,2,Costa_Rica,CR,CRI,5047561.0,America,88.47837599
11405,2020-07-12,12,7,2020,386,2,Costa_Rica,CR,CRI,5047561.0,America,84.23870459
11406,2020-07-11,11,7,2020,360,1,Costa_Rica,CR,CRI,5047561.0,America,79.42449829
11407,2020-07-10,10,7,2020,649,1,Costa_Rica,CR,CRI,5047561.0,America,75.30369618
11408,2020-07-09,9,7,2020,350,1,Costa_Rica,CR,CRI,5047561.0,America,65.79415286
11409,2020-07-08,8,7,2020,245,0,Costa_Rica,CR,CRI,5047561.0,America,61.7724085
11410,2020-07-07,7,7,2020,245,4,Costa_Rica,CR,CRI,5047561.0,America,58.72143001
11411,2020-07-06,6,7,2020,375,1,Costa_Rica,CR,CRI,5047561.0,America,55.13553972
11412,2020-07-05,5,7,2020,310,0,Costa_Rica,CR,CRI,5047561.0,America,49.41000218
11413,2020-07-04,4,7,2020,288,1,Costa_Rica,CR,CRI,5047561.0,America,44.63541897
11414,2020-07-03,3,7,2020,270,0,Costa_Rica,CR,CRI,5047561.0,America,41.28726726
11415,2020-07-02,2,7,2020,294,1,Costa_Rica,CR,CRI,5047561.0,America,37.28533444
11416,2020-07-01,1,7,2020,190,1,Costa_Rica,CR,CRI,5047561.0,America,33.48151711
11417,2020-06-30,30,6,2020,139,0,Costa_Rica,CR,CRI,5047561.0,America,30.212611600000002
11418,2020-06-29,29,6,2020,151,3,Costa_Rica,CR,CRI,5047561.0,America,28.03334125
11419,2020-06-28,28,6,2020,143,0,Costa_Rica,CR,CRI,5047561.0,America,26.09180949
11420,2020-06-27,27,6,2020,152,0,Costa_Rica,CR,CRI,5047561.0,America,24.24933547
11421,2020-06-26,26,6,2020,169,0,Costa_Rica,CR,CRI,5047561.0,America,22.70403468
11422,2020-06-25,25,6,2020,147,0,Costa_Rica,CR,CRI,5047561.0,America,20.88137221
11423,2020-06-24,24,6,2020,91,0,Costa_Rica,CR,CRI,5047561.0,America,19.67286775
11424,2020-06-23,23,6,2020,64,0,Costa_Rica,CR,CRI,5047561.0,America,18.52379793
11425,2020-06-22,22,6,2020,86,0,Costa_Rica,CR,CRI,5047561.0,America,17.73133599
11426,2020-06-21,21,6,2020,69,0,Costa_Rica,CR,CRI,5047561.0,America,17.11717798
11427,2020-06-20,20,6,2020,119,0,Costa_Rica,CR,CRI,5047561.0,America,16.44358533
11428,2020-06-19,19,6,2020,68,0,Costa_Rica,CR,CRI,5047561.0,America,14.759603699999998
11429,2020-06-18,18,6,2020,102,0,Costa_Rica,CR,CRI,5047561.0,America,14.14544569
11430,2020-06-17,17,6,2020,25,0,Costa_Rica,CR,CRI,5047561.0,America,13.15486826
11431,2020-06-16,16,6,2020,29,0,Costa_Rica,CR,CRI,5047561.0,America,13.07562207
11432,2020-06-15,15,6,2020,53,0,Costa_Rica,CR,CRI,5047561.0,America,13.05581052
11433,2020-06-14,14,6,2020,50,0,Costa_Rica,CR,CRI,5047561.0,America,12.18410238
11434,2020-06-13,13,6,2020,74,0,Costa_Rica,CR,CRI,5047561.0,America,11.68881367
11435,2020-06-12,12,6,2020,77,0,Costa_Rica,CR,CRI,5047561.0,America,10.65861314
11436,2020-06-11,11,6,2020,86,1,Costa_Rica,CR,CRI,5047561.0,America,9.45010868
11437,2020-06-10,10,6,2020,33,1,Costa_Rica,CR,CRI,5047561.0,America,8.30103886
11438,2020-06-09,9,6,2020,24,0,Costa_Rica,CR,CRI,5047561.0,America,7.7463155
11439,2020-06-08,8,6,2020,55,0,Costa_Rica,CR,CRI,5047561.0,America,7.68688085
11440,2020-06-07,7,6,2020,35,0,Costa_Rica,CR,CRI,5047561.0,America,6.83498426
11441,2020-06-06,6,6,2020,34,0,Costa_Rica,CR,CRI,5047561.0,America,6.2802609
11442,2020-06-05,5,6,2020,37,0,Costa_Rica,CR,CRI,5047561.0,America,5.76516064
11443,2020-06-04,4,6,2020,52,0,Costa_Rica,CR,CRI,5047561.0,America,5.15100263
11444,2020-06-03,3,6,2020,21,0,Costa_Rica,CR,CRI,5047561.0,America,4.41797534
11445,2020-06-02,2,6,2020,28,0,Costa_Rica,CR,CRI,5047561.0,America,4.31891759
11446,2020-06-01,1,6,2020,9,0,Costa_Rica,CR,CRI,5047561.0,America,3.82362888
11447,2020-05-31,31,5,2020,25,0,Costa_Rica,CR,CRI,5047561.0,America,3.84344043
11448,2020-05-30,30,5,2020,22,0,Costa_Rica,CR,CRI,5047561.0,America,3.5462672
11449,2020-05-29,29,5,2020,16,0,Costa_Rica,CR,CRI,5047561.0,America,3.36796326
11450,2020-05-28,28,5,2020,28,0,Costa_Rica,CR,CRI,5047561.0,America,3.34815171
11451,2020-05-27,27,5,2020,5,0,Costa_Rica,CR,CRI,5047561.0,America,3.01135539
11452,2020-05-26,26,5,2020,21,0,Costa_Rica,CR,CRI,5047561.0,America,2.97173229
11453,2020-05-25,25,5,2020,12,0,Costa_Rica,CR,CRI,5047561.0,America,2.73399371
11454,2020-05-24,24,5,2020,7,0,Costa_Rica,CR,CRI,5047561.0,America,2.73399371
11455,2020-05-23,23,5,2020,8,0,Costa_Rica,CR,CRI,5047561.0,America,2.73399371
11456,2020-05-22,22,5,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,2.73399371
11457,2020-05-21,21,5,2020,15,0,Costa_Rica,CR,CRI,5047561.0,America,2.69437061
11458,2020-05-20,20,5,2020,16,0,Costa_Rica,CR,CRI,5047561.0,America,2.51606667
11459,2020-05-19,19,5,2020,3,0,Costa_Rica,CR,CRI,5047561.0,America,2.45663202
11460,2020-05-18,18,5,2020,10,0,Costa_Rica,CR,CRI,5047561.0,America,2.45663202
11461,2020-05-17,17,5,2020,10,2,Costa_Rica,CR,CRI,5047561.0,America,2.37738583
11462,2020-05-16,16,5,2020,13,0,Costa_Rica,CR,CRI,5047561.0,America,2.33776273
11463,2020-05-15,15,5,2020,15,1,Costa_Rica,CR,CRI,5047561.0,America,2.19908189
11464,2020-05-14,14,5,2020,11,0,Costa_Rica,CR,CRI,5047561.0,America,2.02077796
11465,2020-05-13,13,5,2020,3,0,Costa_Rica,CR,CRI,5047561.0,America,1.96134331
11466,2020-05-12,12,5,2020,9,1,Costa_Rica,CR,CRI,5047561.0,America,2.06040105
11467,2020-05-11,11,5,2020,12,0,Costa_Rica,CR,CRI,5047561.0,America,1.92172021
11468,2020-05-10,10,5,2020,7,0,Costa_Rica,CR,CRI,5047561.0,America,1.72360473
11469,2020-05-09,9,5,2020,8,0,Costa_Rica,CR,CRI,5047561.0,America,1.70379318
11470,2020-05-08,8,5,2020,4,0,Costa_Rica,CR,CRI,5047561.0,America,1.54530079
11471,2020-05-07,7,5,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,1.58492389
11472,2020-05-06,6,5,2020,13,0,Costa_Rica,CR,CRI,5047561.0,America,1.70379318
11473,2020-05-05,5,5,2020,3,0,Costa_Rica,CR,CRI,5047561.0,America,1.58492389
11474,2020-05-04,4,5,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,1.56511234
11475,2020-05-03,3,5,2020,8,0,Costa_Rica,CR,CRI,5047561.0,America,1.54530079
11476,2020-05-02,2,5,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,1.50567769
11477,2020-05-01,1,5,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,1.52548924
11478,2020-04-30,30,4,2020,8,0,Costa_Rica,CR,CRI,5047561.0,America,1.72360473
11479,2020-04-29,29,4,2020,8,0,Costa_Rica,CR,CRI,5047561.0,America,1.72360473
11480,2020-04-28,28,4,2020,2,0,Costa_Rica,CR,CRI,5047561.0,America,1.68398163
11481,2020-04-27,27,4,2020,2,0,Costa_Rica,CR,CRI,5047561.0,America,1.98115486
11482,2020-04-26,26,4,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,2.29813964
11483,2020-04-25,25,4,2020,0,0,Costa_Rica,CR,CRI,5047561.0,America,2.55568977
11484,2020-04-24,24,4,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,2.93210919
11485,2020-04-23,23,4,2020,12,0,Costa_Rica,CR,CRI,5047561.0,America,3.5462672
11486,2020-04-22,22,4,2020,7,0,Costa_Rica,CR,CRI,5047561.0,America,3.68494804
11487,2020-04-21,21,4,2020,2,2,Costa_Rica,CR,CRI,5047561.0,America,3.86325197
11488,2020-04-20,20,4,2020,5,0,Costa_Rica,CR,CRI,5047561.0,America,4.08117901
11489,2020-04-19,19,4,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,4.35854069
11490,2020-04-18,18,4,2020,7,0,Costa_Rica,CR,CRI,5047561.0,America,4.61609082
11491,2020-04-17,17,4,2020,16,0,Costa_Rica,CR,CRI,5047561.0,America,4.87364095
11492,2020-04-16,16,4,2020,8,1,Costa_Rica,CR,CRI,5047561.0,America,4.9726987000000005
11493,2020-04-15,15,4,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,5.36892967
11494,2020-04-14,14,4,2020,17,0,Costa_Rica,CR,CRI,5047561.0,America,5.5868567
11495,2020-04-13,13,4,2020,18,0,Costa_Rica,CR,CRI,5047561.0,America,5.56704515
11496,2020-04-12,12,4,2020,19,0,Costa_Rica,CR,CRI,5047561.0,America,5.5868567
11497,2020-04-11,11,4,2020,19,0,Costa_Rica,CR,CRI,5047561.0,America,5.84440683
11498,2020-04-10,10,4,2020,37,1,Costa_Rica,CR,CRI,5047561.0,America,6.10195696
11499,2020-04-09,9,4,2020,19,0,Costa_Rica,CR,CRI,5047561.0,America,5.96327612
11500,2020-04-08,8,4,2020,16,0,Costa_Rica,CR,CRI,5047561.0,America,6.06233387
11501,2020-04-07,7,4,2020,13,0,Costa_Rica,CR,CRI,5047561.0,America,6.12176851
11502,2020-04-06,6,4,2020,19,0,Costa_Rica,CR,CRI,5047561.0,America,6.33969555
11503,2020-04-05,5,4,2020,19,0,Costa_Rica,CR,CRI,5047561.0,America,6.30007245
11504,2020-04-04,4,4,2020,20,0,Costa_Rica,CR,CRI,5047561.0,America,6.00289922
11505,2020-04-03,3,4,2020,21,0,Costa_Rica,CR,CRI,5047561.0,America,6.12176851
11506,2020-04-02,2,4,2020,28,0,Costa_Rica,CR,CRI,5047561.0,America,6.06233387
11507,2020-04-01,1,4,2020,17,0,Costa_Rica,CR,CRI,5047561.0,America,5.88402993
11508,2020-03-31,31,3,2020,16,0,Costa_Rica,CR,CRI,5047561.0,America,5.72553754
11509,2020-03-30,30,3,2020,19,0,Costa_Rica,CR,CRI,5047561.0,America,5.52742206
11510,2020-03-29,29,3,2020,32,0,Costa_Rica,CR,CRI,5047561.0,America,5.30949502
11511,2020-03-28,28,3,2020,32,0,Costa_Rica,CR,CRI,5047561.0,America,4.69533702
11512,2020-03-27,27,3,2020,30,0,Costa_Rica,CR,CRI,5047561.0,America,4.12080211
11513,2020-03-26,26,3,2020,24,0,Costa_Rica,CR,CRI,5047561.0,America,3.5462672
11514,2020-03-25,25,3,2020,19,0,Costa_Rica,CR,CRI,5047561.0,America,3.24909397
11515,2020-03-24,24,3,2020,24,0,Costa_Rica,CR,CRI,5047561.0,America,2.95192074
11516,2020-03-23,23,3,2020,17,0,Costa_Rica,CR,CRI,5047561.0,America,2.55568977
11517,2020-03-22,22,3,2020,4,0,Costa_Rica,CR,CRI,5047561.0,America,2.29813964
11518,2020-03-21,21,3,2020,26,1,Costa_Rica,CR,CRI,5047561.0,America,2.23870499
11519,2020-03-20,20,3,2020,18,0,Costa_Rica,CR,CRI,5047561.0,America,
11520,2020-03-19,19,3,2020,19,1,Costa_Rica,CR,CRI,5047561.0,America,
11521,2020-03-18,18,3,2020,9,0,Costa_Rica,CR,CRI,5047561.0,America,
11522,2020-03-17,17,3,2020,6,0,Costa_Rica,CR,CRI,5047561.0,America,
11523,2020-03-16,16,3,2020,8,0,Costa_Rica,CR,CRI,5047561.0,America,
11524,2020-03-15,15,3,2020,1,0,Costa_Rica,CR,CRI,5047561.0,America,
11525,2020-03-14,14,3,2020,3,0,Costa_Rica,CR,CRI,5047561.0,America,
11526,2020-03-13,13,3,2020,1,0,Costa_Rica,CR,CRI,5047561.0,America,
11527,2020-03-12,12,3,2020,9,0,Costa_Rica,CR,CRI,5047561.0,America,
11528,2020-03-11,11,3,2020,4,0,Costa_Rica,CR,CRI,5047561.0,America,
11529,2020-03-10,10,3,2020,4,0,Costa_Rica,CR,CRI,5047561.0,America,
11530,2020-03-09,9,3,2020,4,0,Costa_Rica,CR,CRI,5047561.0,America,
11531,2020-03-07,7,3,2020,1,0,Costa_Rica,CR,CRI,5047561.0,America,
11532,2020-11-01,1,11,2020,24,2,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.61374654
11533,2020-10-31,31,10,2020,64,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.62152363
11534,2020-10-30,30,10,2020,73,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.44265052
11535,2020-10-29,29,10,2020,67,2,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.31432851
11536,2020-10-28,28,10,2020,2,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.18600649
11537,2020-10-27,27,10,2020,16,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.28710868
11538,2020-10-26,26,10,2020,41,1,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.2287805
11539,2020-10-25,25,10,2020,24,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.17045231
11540,2020-10-24,24,10,2020,15,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.43487343
11541,2020-10-23,23,10,2020,27,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.58652672
11542,2020-10-22,22,10,2020,21,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.66429763
11543,2020-10-21,21,10,2020,18,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.70707164
11544,2020-10-20,20,10,2020,1,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.70707164
11545,2020-10-19,19,10,2020,22,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.71484873
11546,2020-10-18,18,10,2020,26,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.75762274
11547,2020-10-17,17,10,2020,18,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.87427911
11548,2020-10-16,16,10,2020,40,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.95205003
11549,2020-10-15,15,10,2020,34,1,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.91705312
11550,2020-10-14,14,10,2020,28,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.99871258
11551,2020-10-13,13,10,2020,1,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.99871258
11552,2020-10-12,12,10,2020,26,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.04148658
11553,2020-10-11,11,10,2020,92,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.05315222
11554,2020-10-10,10,10,2020,54,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.86650202
11555,2020-10-09,9,10,2020,47,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.87039057
11556,2020-10-08,8,10,2020,32,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,1.96371567
11557,2020-10-07,7,10,2020,18,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.17758569
11558,2020-10-06,6,10,2020,3,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.1698086
11559,2020-10-05,5,10,2020,33,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.18536278
11560,2020-10-04,4,10,2020,56,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.25535661
11561,2020-10-03,3,10,2020,38,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.3059077
11562,2020-10-02,2,10,2020,31,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.32146189
11563,2020-10-01,1,10,2020,55,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.30201916
11564,2020-09-30,30,9,2020,28,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.2125826
11565,2020-09-29,29,9,2020,12,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.23591388
11566,2020-09-28,28,9,2020,29,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.39534426
11567,2020-09-27,27,9,2020,44,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.38367862
11568,2020-09-26,26,9,2020,55,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.48866936
11569,2020-09-25,25,9,2020,71,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.45756099
11570,2020-09-24,24,9,2020,87,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.39145571
11571,2020-09-23,23,9,2020,16,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.19702842
11572,2020-09-22,22,9,2020,7,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.43422972
11573,2020-09-21,21,9,2020,51,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,2.84641558
11574,2020-09-20,20,9,2020,69,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.09917106
11575,2020-09-19,19,9,2020,42,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.62023621
11576,2020-09-18,18,9,2020,26,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.69411858
11577,2020-09-17,17,9,2020,32,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.77577805
11578,2020-09-16,16,9,2020,34,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.87688024
11579,2020-09-15,15,9,2020,53,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.88465733
11580,2020-09-14,14,9,2020,26,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.14130136
11581,2020-09-13,13,9,2020,71,1,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.25406919
11582,2020-09-12,12,9,2020,47,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.35128284
11583,2020-09-11,11,9,2020,54,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.53793304
11584,2020-09-10,10,9,2020,37,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.7129176
11585,2020-09-09,9,9,2020,77,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.72847179
11586,2020-09-08,8,9,2020,113,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.64681232
11587,2020-09-07,7,9,2020,116,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.34350574
11588,2020-09-06,6,9,2020,203,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.26962337
11589,2020-09-05,5,9,2020,61,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.7291155
11590,2020-09-04,4,9,2020,47,2,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.7291155
11591,2020-09-03,3,9,2020,58,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.61245912
11592,2020-09-02,2,9,2020,36,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.70578422
11593,2020-09-01,1,9,2020,119,2,Cote_dIvoire,CI,CIV,25716554.0,Africa,4.04797626
11594,2020-08-31,31,8,2020,55,0,Cote_dIvoire,CI,CIV,25716554.0,Africa,3.5852392999999996
